Year,Quarter,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments
2007,3,"8,559","2,220,522","12,706,150","4,701,362","2,238,180","939,579","616,532","591,372","193,622","56,538","65,540","1,388,417","1,013,355","384,506","628,849",N/A,"56,166","119,820","2,960","43,133","250,165",N/A,"130,460","7,706,151","2,237","7,703,914","87,077","7,616,836","1,989,103","1,799,374","189,729","35,462","1,217,755","156,912","28,238","482,344","620,237","117,529","9,818","811,452","461,068","347,862","597,764","12,706,150","8,180,226","1,440,409","6,739,817","5,608,802","1,131,015","4,236,034","2,544,843","510,752","822,151","770,419","713,110",N/A,"177,469","338,715","356,987","11,379,007","1,327,143","1,327,143","7,169","36,328","851,768","454,347",N/A,"-21,569","-12,537","984,596","982,075","1,225,184","92,558","26,081","57,215","4,123","70,734","541,076","1,516,558","273,657","11,031,811","8,301,846","717,162","4,572,344","372,119","2,414,612","53,907",559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,"8,534","2,215,029","13,033,934","4,781,778","2,241,451","968,668","629,494","611,407","202,817","57,410","70,532","1,439,127","1,058,458","421,818","636,640",N/A,"56,786","136,366","1,673","45,204","258,136",N/A,"130,796","7,908,805","2,309","7,906,496","102,727","7,803,769","1,954,146","1,777,292","176,854","31,396","1,236,004","153,250","29,037","524,161","691,705","120,083","12,127","876,076","461,743","351,891","590,124","13,033,934","8,415,367","1,502,575","6,912,791","5,718,346","1,194,446","4,286,095","2,598,897","574,440","834,878","808,944","735,721",N/A,"185,388","342,726","342,670","11,686,570","1,347,365","1,347,365","8,005","36,954","895,003","425,967",N/A,"-17,989","-8,465","994,118","991,579","1,253,044","107,998","31,515","80,557","6,934","69,405","551,531","1,558,936","282,599","11,304,655","8,315,853","718,230","4,676,368","359,047","2,366,588","53,160",371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,"8,494","2,212,503","13,369,322","4,805,783","2,215,826","990,532","631,802","624,920","208,321","58,628","75,754","1,480,808","1,048,085","386,849","661,236",N/A,"53,954","143,154","1,842","47,880","258,889",N/A,"129,400","7,970,332","2,455","7,967,878","121,236","7,846,642","1,953,045","1,794,691","158,353","23,696","1,281,381","151,722","29,556","554,410","752,290","121,063","15,648","1,011,265","469,181","362,405","645,780","13,369,322","8,565,750","1,496,782","7,068,969","5,861,123","1,207,845","4,433,249","2,624,289","602,761","877,568","841,585","734,418",N/A,"185,580","405,950","376,637","12,008,479","1,360,843","1,360,843","7,490","37,108","915,201","432,087",N/A,"-30,078","-20,807","1,008,670","1,006,124","1,276,998","111,060","33,868","104,276","14,244","63,586","570,864","1,667,190","216,402","11,474,315","8,292,731","708,906","4,702,859","341,575","2,306,826","54,221","3,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,"8,451","2,203,854","13,300,430","4,795,336","2,154,781","1,019,460","626,504","646,923","211,599","61,062","75,006","1,489,815","1,069,392","396,041","673,352",N/A,"58,426","148,925","3,332","49,976","252,429",N/A,"130,375","7,998,526","2,515","7,996,011","144,520","7,851,491","2,017,365","1,846,224","171,141","23,613","1,322,213","149,546","27,282","561,846","727,014","121,862","18,900","893,382","481,433","363,143","627,138","13,300,430","8,572,689","1,543,532","7,029,156","5,801,582","1,227,575","4,463,314","2,573,648","644,415","891,444","840,543","748,390",N/A,"185,078","357,454","332,893","11,949,304","1,351,125","1,351,125","7,490","36,754","935,583","419,878",N/A,"-47,499","-38,587","1,014,365","1,011,933","1,288,418","110,840","35,222","131,855","18,863","61,340","552,690","1,606,348","173,519","11,440,657","8,147,556","677,637","4,709,445","322,929","2,277,479","51,924",346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,"8,383","2,170,931","13,545,965","4,732,634","2,090,083","1,043,610","612,823","649,156","205,630","62,323","69,008","1,502,716","1,082,699","411,627","671,072",N/A,"59,501","135,666","1,952","54,598","277,733",N/A,"126,931","7,974,789","2,792","7,971,997","155,220","7,816,777","2,021,287","1,781,241","240,046","36,318","1,257,743","144,834","21,882","736,432","748,091","119,617","22,236","905,611","482,029","356,236","693,885","13,545,965","8,720,827","1,505,522","7,215,305","5,819,170","1,396,135","4,534,520","2,767,816","662,210","935,870","903,764","759,674",N/A,"176,833","356,827","367,105","12,237,527","1,308,439","1,308,439","7,336","37,844","913,323","413,758",N/A,"-62,737","-50,944","983,646","982,813","1,257,548","120,696","46,588","139,003","20,937","60,337","519,444","1,567,234","146,184","11,470,036","7,852,407","653,224","4,586,539","289,197","2,178,573","44,684",434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,"8,304","2,151,758","13,817,671","4,689,812","2,033,885","1,066,247","589,534","665,559","206,475","63,700","64,411","1,493,934","1,088,856","444,692","644,164",N/A,"59,800","111,871","2,423","55,888","236,858",N/A,"120,816","7,860,808","2,878","7,857,930","173,414","7,684,516","2,032,325","1,805,286","227,039","33,090","1,296,812","151,803","27,260","1,103,094","722,826","121,942","26,498","946,729","420,325","309,173","759,416","13,817,671","9,029,185","1,539,300","7,489,885","6,066,710","1,423,175","4,738,998","2,818,684","766,076","881,612","790,035","800,956",N/A,"185,459","470,095","346,536","12,522,043","1,295,628","1,295,628","9,736","46,510","958,822","360,373",N/A,"-78,761","-53,275","1,004,476","1,003,674","1,285,779","158,167","74,846","156,395","23,381","57,568","453,245","1,519,988","123,030","11,727,344","7,150,377","627,126","4,102,691","251,742","2,015,228","40,634",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1,"8,247","2,114,901","13,526,158","4,700,508","2,046,024","1,077,712","564,974","674,278","210,604","64,578","62,338","1,432,521","1,046,274","403,071","643,203",N/A,"56,095","108,867","1,599","56,912","216,924",N/A,"116,031","7,736,353","2,481","7,733,872","194,323","7,539,548","2,206,192","1,949,921","256,271","38,072","1,313,443","154,003","44,812","1,050,871","631,277","122,521","29,689","803,834","403,133","291,882","739,093","13,526,158","8,953,911","1,414,921","7,538,990","6,096,078","1,442,912","4,825,542","2,751,384","774,827","850,067","703,715","785,622",N/A,"170,929","358,625","325,836","12,148,705","1,377,453","1,359,732","9,869","46,817","1,017,331","348,426",N/A,"-61,628","-38,905","1,064,070","1,062,768","1,333,407","158,710","90,942","200,977","32,906","53,092","420,212","1,460,740","161,725","11,587,148","6,617,850","587,433","3,696,108","214,337","1,953,264","36,397",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2,"8,195","2,093,066","13,279,679","4,651,116","2,012,810","1,087,159","533,989","672,942","213,527","65,554","65,135","1,364,899","1,037,123","398,233","638,891",N/A,"58,288","123,922","2,289","57,683","216,967",N/A,"115,320","7,628,160","2,903","7,625,257","211,158","7,414,099","2,336,948","2,070,814","266,134","58,037","1,365,407","163,664","42,878","936,366","545,410","123,048","33,929","729,037","411,077","285,824","749,764","13,279,679","9,021,144","1,465,932","7,555,213","6,079,979","1,475,234","4,812,609","2,641,978","762,310","811,856","634,642","636,406",N/A,"168,125","264,681","341,763","11,878,618","1,401,062","1,383,384","8,821","47,631","1,045,417","332,325",N/A,"-49,772","-29,368","1,081,486","1,080,302","1,345,932","141,249","98,825","233,086","46,593","53,357","415,161","1,413,671","197,963","11,437,100","6,305,132","559,430","3,532,497","185,857","1,933,291","35,297",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3,"8,099","2,069,470","13,226,017","4,526,726","1,928,434","1,090,945","491,168","667,541","216,511","66,542","65,584","1,274,419","1,041,024","392,971","648,053",N/A,"59,973","133,052","2,735","61,153","206,805",N/A,"111,313","7,417,686","2,619","7,415,067","220,516","7,194,551","2,396,669","2,134,099","262,570","86,634","1,350,442","165,915","29,690","1,036,901","492,936","121,662","37,161","785,080","404,371","284,538","756,684","13,226,017","9,101,101","1,547,805","7,553,295","6,090,337","1,462,958","5,309,241","2,505,137","666,736","788,821","575,700","538,198",N/A,"161,256","291,622","327,105","11,783,802","1,442,215","1,422,742","8,670","47,208","1,067,599","319,754",N/A,"-19,465",48,"1,096,722","1,095,816","1,352,167","142,861","109,538","258,067","50,078","53,369","405,484","1,457,373","153,222","11,410,916","6,125,749","538,841","3,413,967","167,570","1,920,881","33,619",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,4,"8,012","2,062,950","13,086,778","4,461,723","1,915,811","1,091,306","450,752","661,568","212,718","66,585","62,982","1,213,895","1,057,804","421,479","636,326",N/A,"59,575","112,438","3,139","62,091","205,239",N/A,"109,330","7,285,575","3,765","7,281,810","228,593","7,053,217","2,500,369","2,265,974","234,395","102,514","1,395,211","163,426","25,809","1,049,170","413,749","121,145","41,229","711,898","408,029","282,839","787,973","13,086,778","9,226,798","1,529,974","7,696,824","6,144,031","1,552,793","5,400,471","2,364,766","655,246","604,743","533,218","557,302",N/A,"156,947","257,931","305,286","11,642,225","1,444,552","1,424,043","8,264","47,277","1,086,531","304,703",N/A,"-21,697","-3,237","1,106,071","1,105,429","1,357,717","139,969","129,903","266,118","58,166","52,179","389,838","1,436,510","160,478","11,267,338","5,964,162","522,292","3,302,717","152,134","1,900,674","32,470",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,"7,934","2,027,245","13,336,004","4,401,903","1,887,169","1,091,392","418,043","659,717","215,356","66,549","63,675","1,176,773","1,366,189","712,776","653,413",N/A,"55,739","89,894","2,277","59,720","247,127",N/A,"105,560","7,505,475","2,710","7,502,766","263,152","7,239,614","2,531,571","2,304,909","226,662","156,861","1,386,965","165,873","19,361","1,104,465","417,752","120,501","46,334","691,369","404,590","282,705","779,808","13,336,004","9,198,952","1,506,444","7,692,508","6,166,416","1,526,092","5,463,464","2,248,675","651,906","625,279","480,360","853,419",N/A,"150,540","267,145","301,404","11,877,099","1,458,905","1,439,241","8,392","47,134","1,102,810","296,387",N/A,"-14,507","4,549","1,117,091","1,116,736","1,362,063","144,460","143,738","266,310","64,431","52,200","404,567","1,519,028","136,107","11,554,187","6,102,623","514,312","3,245,401","143,453","2,117,963","30,113",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2,"7,830","2,034,283","13,199,507","4,338,067","1,876,629","1,081,577","383,958","654,123","212,764","67,445","61,571","1,164,563","1,342,447","692,171","650,276",N/A,"58,460","76,614","1,995","59,126","253,421",N/A,"103,665","7,398,653","2,795","7,395,858","251,553","7,144,305","2,527,818","2,313,012","214,807","164,137","1,381,840","168,050","18,801","1,078,264","428,801","119,440","49,543","678,920","389,530","282,968","782,885","13,199,507","9,141,090","1,473,227","7,667,863","6,121,050","1,546,814","5,425,354","2,165,325","632,813","596,931","445,429","778,974",N/A,"150,986","287,484","313,069","11,713,964","1,485,544","1,466,385","8,390","47,167","1,107,106","306,783",N/A,"-2,077","18,251","1,131,723","1,131,400","1,373,268","124,820","133,274","253,539","66,326","50,211","402,419","1,517,531","149,614","11,391,612","6,006,513","505,425","3,175,419","136,198","2,108,977","28,878",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3,"7,761","2,044,137","13,372,708","4,303,018","1,882,535","1,073,223","354,140","647,921","213,772","67,641","63,787","1,165,329","1,328,438","683,944","644,494",N/A,"59,105","103,954","1,932","61,515","267,395",N/A,"100,392","7,391,355","2,127","7,389,228","241,982","7,147,246","2,642,725","2,429,208","213,517","190,078","1,440,588","176,010","18,016","1,026,542","449,854","119,488","53,179","769,355","384,121","285,229","780,197","13,372,708","9,273,769","1,535,526","7,738,243","6,130,328","1,607,915","5,408,441","2,092,148","618,903","613,812","402,404","754,161",N/A,"150,820","324,664","339,039","11,858,669","1,514,039","1,494,994","8,479","47,188","1,114,975","319,033",N/A,"6,342","22,591","1,154,642","1,154,384","1,393,499","123,787","131,318","245,944","75,654","51,041","425,083","1,663,135","189,342","11,547,634","6,061,456","497,143","3,168,469","133,401","2,178,186","30,068",272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,"7,658","2,088,579","13,318,923","4,266,590","1,899,836","1,071,136","321,102","636,656","212,701","67,978","57,181","1,183,949","1,316,352","702,060","614,291",N/A,"59,328","109,499","3,646","66,456","269,943",N/A,"101,695","7,377,771","2,451","7,375,321","231,450","7,143,871","2,667,805","2,453,256","214,549","187,564","1,484,631","182,127","19,611","990,765","459,655","121,087","52,611","725,115","393,721","284,624","764,293","13,318,923","9,423,008","1,549,760","7,873,248","6,183,750","1,689,498","6,287,975","1,978,336","625,374","575,901","386,521","664,043",N/A,"146,832","292,926","318,325","11,807,557","1,511,366","1,484,509","8,534","47,184","1,123,888","317,266",N/A,"-11,274","6,363","1,160,818","1,160,571","1,395,711","117,875","129,038","229,947","82,333","48,208","426,010","1,625,965","169,744","11,554,943","5,692,993","485,789","3,141,443","132,298","1,855,486","33,064",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,"7,574","2,094,710","13,414,247","4,159,174","1,836,490","1,065,186","295,229","623,748","212,192","67,315","59,012","1,201,942","1,273,820","663,153","610,667","282,598","55,033","119,748","2,993","68,710","270,063",N/A,"99,477","7,251,321","2,002","7,249,319","218,481","7,030,837","2,723,275","2,501,319","221,956","178,986","1,519,083","186,577","16,953","1,156,166","425,745","120,666","52,423","736,135","394,454","285,134","774,545","13,414,247","9,602,613","1,611,252","7,991,361","6,244,310","1,747,051","6,364,647","1,925,590","619,456","537,194","358,087","637,193",N/A,"139,862","288,315","322,832","11,886,096","1,528,151","1,509,369","8,544","46,030","1,132,036","332,561",N/A,"-8,726","7,394","1,186,383","1,186,081","1,413,228","110,464","125,934","215,983","114,943","49,039","446,403","1,728,487","121,245","11,648,971","5,807,665","484,482","3,178,791","131,491","1,941,602","31,321",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,"7,513","2,106,615","13,601,987","4,125,232","1,831,102","1,060,238","274,290","615,275","215,839","67,957","60,531","1,235,609","1,288,154","668,170","619,985","292,447","57,668","146,771","3,289","71,787","290,574",N/A,"99,163","7,318,586","2,321","7,316,265","207,717","7,108,548","2,721,869","2,497,444","224,425","162,751","1,546,184","192,678","15,932","1,319,205","420,268","121,157","51,286","696,890","388,396","286,016","774,368","13,601,986","9,765,799","1,539,965","8,225,834","6,313,407","1,912,427","6,505,064","1,884,336","615,167","512,524","341,208","642,809",N/A,"138,874","300,465","345,701","12,047,379","1,554,607","1,535,695","8,595","45,861","1,135,929","341,399",N/A,"4,969","19,975","1,202,010","1,201,689","1,423,823","102,626","121,929","199,274","119,510","46,717","475,496","1,781,878","108,589","11,819,075","5,765,582","477,645","3,204,031","136,919","1,873,860","33,512",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3,"7,437","2,109,352","13,811,890","4,119,185","1,856,681","1,056,273","254,596","608,276","216,852","68,266","58,241","1,281,439","1,284,573","666,476","618,097","296,264","59,834","109,473","4,238","76,599","306,786",N/A,"99,456","7,341,911","1,732","7,340,179","197,322","7,142,857","2,788,237","2,540,250","247,988","173,196","1,600,467","204,413","17,196","1,318,582","479,267","120,828","50,499","761,433","372,713","287,776","777,474","13,811,890","10,000,416","1,494,949","8,505,467","6,412,104","2,093,363","6,733,783","1,848,223","620,872","509,000","323,421","556,524",N/A,"136,524","342,206","365,413","12,233,504","1,578,386","1,560,148","8,930","45,779","1,136,559","360,323",N/A,"9,574","27,679","1,216,978","1,216,667","1,434,694","100,144","126,917","187,404","127,204","46,445","477,991","1,859,329","158,055","11,921,902","5,791,148","467,946","3,159,035","140,267","1,939,700","34,000",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4,"7,357","2,108,598","13,891,345","4,133,994","1,882,771","1,060,536","239,924","604,105","218,500","68,623","59,534","1,345,479","1,307,576","687,752","619,823","299,859","61,380","119,387","2,806","78,984","325,741",N/A,"100,104","7,475,814","1,705","7,474,108","191,271","7,282,837","2,850,342","2,590,813","259,529","158,203","1,643,211","217,826","15,638","1,289,142","465,267","121,571","46,049","717,023","368,005","286,342","751,109","13,891,345","10,186,404","1,428,392","8,758,011","6,492,757","2,265,255","6,950,565","1,821,691","634,156","473,198","327,527","536,684",N/A,"133,052","314,362","350,983","12,322,209","1,569,136","1,550,807","6,156","45,270","1,137,060","362,359",N/A,979,"24,979","1,217,793","1,217,526","1,432,373","100,902","133,583","180,088","129,387","46,304","483,421","1,794,305","185,310","12,073,600","5,711,934","461,155","3,137,583","147,527","1,885,902","37,630",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,"7,308","2,102,280","13,925,411","4,086,921","1,858,282","1,057,748","228,208","591,074","220,927","69,489","61,193","1,373,493","1,266,728","650,082","616,646","304,367","58,264","106,957","3,560","82,856","333,651",N/A,"100,871","7,413,299","2,110","7,411,189","183,243","7,227,946","2,930,546","2,669,237","261,309","166,875","1,735,468","225,564","12,593","1,336,453","451,447","121,253","44,792","709,217","371,393","286,592","732,364","13,925,411","10,261,167","1,435,309","8,825,858","6,593,527","2,232,331","7,009,595","1,791,464","640,713","478,718","305,832","511,795",N/A,"129,351","289,065","362,559","12,338,489","1,586,922","1,568,595","6,385","45,129","1,131,211","380,260",N/A,"6,641","27,843","1,232,665","1,232,665","1,441,534","89,751","131,692","173,542","123,779","46,179","485,933","1,857,107","164,031","12,182,329","5,790,453","459,834","3,156,222","161,900","2,012,497","40,603",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,"7,245","2,108,194","14,030,843","4,086,194","1,875,370","1,058,369","217,280","579,963","224,523","70,667","60,023","1,424,052","1,278,943","664,795","614,148","308,696","64,016","111,453","2,476","83,711","362,951",N/A,"101,546","7,515,342","2,047","7,513,295","176,595","7,336,700","2,937,385","2,661,649","275,737","186,954","1,713,685","240,883","13,042","1,333,432","469,229","121,432","41,752","688,745","366,715","287,850","735,453","14,030,843","10,322,697","1,408,805","8,913,892","6,616,101","2,297,791","7,058,989","1,805,207","653,458","513,227","325,850","465,903",N/A,"116,634","310,353","368,921","12,423,586","1,607,257","1,588,934","6,108","45,029","1,132,069","396,719",N/A,"10,033","32,678","1,246,611","1,246,611","1,442,135","83,881","128,075","165,076","106,551","45,505","493,817","1,842,087","145,722","12,272,385","5,791,713","452,107","3,125,549","172,204","2,041,854","40,610",348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
